Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Has_Dependents,Total_Trans_Amt_log,Total_Revolving_Bal_log,Avg_Open_To_Buy_log,Credit_Limit_log,Total_Amt_Chng_Q4_Q1_log,Total_Ct_Chng_Q4_Q1_log,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Tenure_bin_3–4 years,Tenure_bin_4–5 years,Tenure_bin_<2 years,Age_bin_30–39,Age_bin_40–49,Age_bin_50–59,Age_bin_60+
49,4,36,1,3,3,1544.0,999,545.0,0.786,4215,53,1.12,0.647,1,8.346642090221199,6.907755278982137,6.302618975744905,7.3427791893318455,0.5799784824543073,0.7514160886839212,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
60,1,54,1,2,1,3618.0,972,2646.0,0.578,4228,63,0.465,0.269,1,8.34972083747249,6.880384082186005,7.881182202227102,8.193953023563742,0.4561582224236825,0.38185524246903063,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
37,3,24,1,2,3,3437.0,1064,2373.0,0.851,5110,76,0.854,0.31,1,8.53915035876828,6.970730078143525,7.772331575169614,8.142645185942795,0.6157260335913605,0.6173454671436635,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
50,2,46,2,3,2,5965.0,622,5343.0,0.728,4637,91,0.655,0.104,1,8.442038517815478,6.434546518787453,8.583729715216482,8.693831965074693,0.5469646703818639,0.5038010088290262,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
46,2,33,2,3,1,2644.0,1517,1127.0,0.721,4815,83,0.804,0.574,1,8.479698986988657,7.325148957955575,7.028201432058005,7.8804263442924,0.5429055172294024,0.5900064216404319,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
59,1,49,2,2,1,3481.0,603,2878.0,0.692,4556,81,0.473,0.173,1,8.424419791263883,6.403574197934815,7.965198290612176,8.155362120328135,0.5259112611840315,0.3873011374804932,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
49,5,36,1,3,2,3272.0,2085,1187.0,0.417,4444,83,0.627,0.637,1,8.399535147948004,7.643003635560718,7.080026499922591,8.09346227450118,0.3485419607085434,0.48673782823690076,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
35,0,36,1,2,2,3019.0,1462,1557.0,0.718,4509,71,0.732,0.484,0,8.414052432496725,7.288244401020124,7.351158226430694,8.013012110368916,0.5411608235620636,0.5492768101402434,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
52,3,41,2,1,2,1801.0,0,1801.0,0.516,5047,79,0.756,0.0,1,8.52674740422105,0.0,7.496652438168283,7.496652438168283,0.41607528722017995,0.5630384952129249,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
27,0,18,6,1,4,1438.3,0,1438.3,0.781,2641,40,0.6,0.0,0,7.879291485082271,0.0,7.271912163268625,7.271912163268625,0.5771750043075247,0.4700036292457355,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
41,1,31,2,2,2,2909.0,1201,1708.0,0.729,4230,68,0.659,0.413,1,8.350193650720067,7.091742115095153,7.443663683115591,7.975908360165538,0.5475432067011534,0.5062150112083075,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
45,4,36,1,3,3,4688.0,0,4688.0,0.593,5248,89,0.745,0.0,1,8.5657928612523,0.0,8.452974619089586,8.452974619089586,0.46561903092791146,0.5567545556543905,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
37,2,26,1,1,2,1438.3,0,1438.3,0.587,3948,84,0.68,0.0,1,8.28121766128665,0.0,7.271912163268625,7.271912163268625,0.461845441544272,0.5187937934151676,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
47,2,42,1,3,3,1438.3,0,1438.3,0.677,4624,73,0.587,0.0,1,8.439231649946526,0.0,7.271912163268625,7.271912163268625,0.5170064828410719,0.461845441544272,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
41,4,36,6,2,2,1655.0,0,1655.0,0.496,2156,37,0.194,0.0,1,7.676473646389156,0.0,7.412160334945205,7.412160334945205,0.4027948795522855,0.17730901497041035,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
47,4,30,1,1,1,1438.3,601,837.3,1.0,4669,83,0.729,0.418,1,8.448914350662942,6.400257445308821,6.731376031643812,7.271912163268625,0.6931471805599453,0.5475432067011534,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
41,3,32,2,1,1,4745.0,1157,3588.0,0.965,4705,78,0.902,0.244,1,8.456593569287309,7.05444965813294,8.185628891147607,8.465057436995709,0.6754922453212245,0.6429059641231986,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
51,2,36,2,1,1,1438.3,0,1438.3,0.765,4866,65,0.625,0.0,1,8.490233009833455,0.0,7.271912163268625,7.271912163268625,0.5681506903852601,0.4855078157817008,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
53,2,37,1,4,3,5182.0,2500,2682.0,0.869,5012,85,0.809,0.482,1,8.519789817263504,7.824445930877619,7.894690850425624,8.553139318189707,0.6254035284734257,0.5927742064131581,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
46,3,37,1,2,4,1438.3,0,1438.3,0.35,1757,44,0.467,0.0,1,7.471932078245122,0.0,7.271912163268625,7.271912163268625,0.30010459245033805,0.3832194991608447,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
43,2,36,2,3,2,4287.0,0,4287.0,0.807,4874,82,0.708,0.0,1,8.491875383431948,0.0,8.363575702750637,8.363575702750637,0.5916680116100914,0.5353230953663781,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
54,2,49,2,4,3,1812.0,1798,14.0,0.735,2921,44,0.692,0.992,1,7.980023592310645,7.4949862339505335,2.70805020110221,7.502738210754851,0.5510074133988225,0.5259112611840315,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
53,3,46,2,1,1,2304.0,1144,1160.0,0.772,4505,85,1.179,0.497,1,8.41316512099219,7.0431599159883405,7.057036981697891,7.742835955430749,0.5721088521828892,0.7788660559624828,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
51,0,46,1,3,3,13623.0,1432,12191.0,0.594,4534,83,0.886,0.105,0,8.419580362549237,7.267525427828172,9.408535277926427,9.519588222342524,0.4662465803680233,0.6344581842112658,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
50,2,44,1,1,1,2765.0,0,2765.0,0.465,4010,59,0.513,0.0,1,8.296795865770052,0.0,7.925157512224703,7.925157512224703,0.38185524246903063,0.4140944348062189,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
54,5,42,1,1,3,3731.0,1903,1828.0,0.915,4667,88,0.725,0.51,1,8.448485993406447,7.55171221535131,7.511524648390866,8.224699561967235,0.6497176226326093,0.5452270504833231,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
46,3,41,1,3,2,2485.0,861,1624.0,0.566,4728,81,0.761,0.346,1,8.461469042643875,6.759255270663693,7.393263094763838,7.818430272070656,0.44852459756861135,0.5658818295140691,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
50,4,36,1,3,1,2446.0,1763,683.0,0.598,4310,75,0.875,0.721,1,8.368925174747135,7.475339236566737,6.52795791762255,7.802618063442671,0.4687528473440829,0.6286086594223741,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
44,4,28,5,2,3,2020.0,0,2020.0,0.716,2621,45,0.552,0.0,1,7.871692664323645,0.0,7.611347717403621,7.611347717403621,0.5399960010657705,0.43954442176102704,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
48,3,42,2,2,1,2214.0,1025,1189.0,0.567,5084,82,0.745,0.463,1,8.53405030848266,6.933423025730715,7.081708586105575,7.703007682479236,0.44916296337388373,0.5567545556543905,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
45,3,34,1,2,1,1811.0,787,1024.0,0.585,4882,80,1.162,0.435,1,8.49351506406166,6.669498089857879,6.932447891572509,7.502186486602924,0.46058440732924394,0.7710337192170165,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
56,2,43,1,3,1,5254.0,0,5254.0,0.651,4546,89,0.712,0.0,1,8.42222295382501,0.0,8.566935283311052,8.566935283311052,0.501381164937991,0.5376622777195503,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
36,2,26,1,2,3,1821.0,1486,335.0,0.827,2824,43,0.387,0.816,1,7.946263643580541,7.304515946460155,5.817111159963204,7.507690077819904,0.6026752773958697,0.32714314133269456,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
44,4,36,1,3,3,3024.0,0,3024.0,0.75,4983,78,0.733,0.0,1,8.51398806046729,0.0,8.014666370464942,8.014666370464942,0.5596157879354227,0.5498540107334691,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
50,3,36,1,3,3,1930.0,952,978.0,0.67,3862,80,0.818,0.493,1,8.259199362666282,6.859614903654202,6.88653164253051,7.565793282428515,0.5128236264286637,0.597736995755287,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
54,2,48,1,3,2,1517.0,556,961.0,0.622,4981,82,0.864,0.367,1,8.513586695822125,6.322565239927284,6.8690144506657065,7.325148957955575,0.4836599556932212,0.6227247162633994,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
39,1,25,2,2,1,2024.0,0,2024.0,0.801,2870,36,0.5,0.0,1,7.962415680121064,0.0,7.613324979540639,7.613324979540639,0.588342066193819,0.4054651081081644,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
53,5,38,4,2,2,19138.0,0,19138.0,0.482,2028,43,0.303,0.0,1,7.615298339825815,0.0,9.859483417038073,9.859483417038073,0.39339252687389514,0.26466929814270806,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
56,1,51,2,3,1,16835.0,897,15938.0,0.767,4059,80,0.778,0.053,1,8.308938252595778,6.8001700683022,9.676524215119054,9.731274729890462,0.5692831933375594,0.5754891370917129,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
60,0,55,4,1,3,5549.0,0,5549.0,0.703,2412,38,0.52,0.0,0,7.7886260656250315,0.0,8.62155320674048,8.62155320674048,0.5323914016805512,0.41871033485818504,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
42,3,36,2,3,3,2145.0,0,2145.0,0.577,2465,42,0.355,0.0,1,7.81035268372429,0.0,7.671360923190644,7.671360923190644,0.4555243079809013,0.3038014543316642,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
43,3,36,1,3,2,4654.0,1349,3305.0,0.81,4277,71,0.69,0.29,1,8.361240889642351,7.2078598714324755,8.10349427838097,8.445697189711167,0.5933268452777344,0.5247285289349821,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
44,3,36,2,3,3,9114.0,0,9114.0,0.654,2740,52,0.625,0.0,1,7.916078096302786,0.0,9.117676687112763,9.117676687112763,0.5031965966014996,0.4855078157817008,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
33,1,18,2,2,3,3043.0,2054,989.0,0.735,4833,85,0.667,0.675,1,8.483429561263428,7.628031126930335,6.897704943128636,8.020927718981577,0.5510074133988225,0.511025603768657,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
53,2,45,2,2,2,4621.0,913,3708.0,0.917,4952,82,0.745,0.198,1,8.507748732588238,6.81783057145415,8.21851757748959,8.438582790834326,0.6507614640635074,0.5567545556543905,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
44,4,28,2,2,1,2758.0,461,2297.0,0.58,4244,96,0.778,0.167,1,8.353497098745448,6.135564891081739,7.739794458408701,7.922623574217286,0.4574248470388754,0.5754891370917129,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
54,0,36,1,2,3,1740.0,0,1740.0,0.811,4751,93,0.86,0.0,0,8.466320861042481,0.0,7.462214939768189,7.462214939768189,0.5938791789012764,0.6205764877251099,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
34,4,36,1,2,2,7744.0,1804,5940.0,0.942,4572,60,0.935,0.233,1,8.427924723658055,7.498315870766981,8.689632748355741,8.954802752850968,0.6637183698691331,0.6601073264817452,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
50,2,36,1,2,2,3350.0,1335,2015.0,0.781,4906,89,0.561,0.399,1,8.498418036089904,7.197435354096591,7.60887062919126,8.11701408773731,0.5771750043075247,0.44532664153329504,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
40,5,31,1,1,3,34516.0,1427,33089.0,0.706,3699,64,0.488,0.041,1,8.216088098632316,7.2640301428995295,10.406986400915658,10.44920723527944,0.5341514490694873,0.3974329364109001,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
47,1,36,2,1,3,2874.0,2201,673.0,0.718,4779,86,0.792,0.766,1,8.472195825485501,7.697121317282625,6.513230110912307,7.963807953231451,0.5411608235620636,0.5833323145527387,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
40,3,27,1,1,2,2896.0,2100,796.0,0.728,4614,83,0.694,0.725,1,8.437067146936952,7.650168700845001,6.680854678790215,7.9714309977693505,0.5469646703818639,0.5270925962298626,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
41,3,28,1,1,3,9294.0,1764,7530.0,1.026,4531,73,0.738,0.19,1,8.418918622147897,7.475905969367397,8.926783114101351,9.137231900155545,0.7060634058264916,0.5527350268432003,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
47,2,39,1,2,2,9389.0,727,8662.0,0.533,3415,84,0.556,0.077,1,8.13622555490846,6.590301048196686,9.06681636189014,9.147400572202308,0.4272265998896771,0.4421184257561999,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
44,3,30,2,3,3,9317.0,847,8470.0,0.765,4121,81,0.723,0.091,1,8.324093761450404,6.742880635791903,9.044403844431551,9.139703292376742,0.5681506903852601,0.5440669575457926,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
34,1,20,2,1,3,7452.0,1656,5796.0,0.6,3339,51,0.962,0.222,1,8.113726085970747,7.4127640174265625,8.665095821339733,8.916371914881694,0.4700036292457355,0.6739643611431714,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
39,3,36,2,3,2,1817.0,0,1817.0,0.583,2216,44,0.833,0.0,1,7.7039102096163115,0.0,7.505492274737424,7.505492274737424,0.4593217808988751,0.6059539688575679,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
58,3,51,2,2,1,10021.0,1952,8069.0,0.699,4431,68,0.581,0.195,1,8.39660622842712,7.577121930876679,8.995908761263994,9.21253795551967,0.530039842689795,0.45805755822733496,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
42,3,36,1,2,1,2344.0,1081,1263.0,0.619,3889,80,0.86,0.461,1,8.266164436612492,6.9865664594064265,7.142036574706803,7.76004068088038,0.4818086746954981,0.6205764877251099,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
48,2,34,2,3,1,3072.0,1734,1338.0,0.754,4540,78,0.857,0.564,1,8.420902531097951,7.45876269238096,7.199678345691172,8.030409562130485,0.5618988939499913,0.6189622823705687,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
38,3,36,2,3,1,1946.0,1430,516.0,0.564,4643,87,0.812,0.735,1,8.443331342817782,7.266128779556451,6.248042874508429,7.5740450053721995,0.4472466421231193,0.5944312076207876,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
52,1,42,1,5,3,1471.0,0,1471.0,0.624,2253,48,0.455,0.0,1,7.720461694599722,0.0,7.294377299288821,7.294377299288821,0.4848922417394862,0.37500590062345585,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
42,2,36,2,3,3,1438.3,0,1438.3,0.663,2418,48,0.778,0.0,1,7.791109510610028,0.0,7.271912163268625,7.271912163268625,0.5086232002107907,0.5754891370917129,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
43,4,28,5,2,4,1484.0,0,1484.0,0.2,1664,39,0.5,0.0,1,7.417580402414544,0.0,7.3031700512368,7.3031700512368,0.18232155679395465,0.4054651081081644,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
37,3,36,2,2,5,3233.0,2517,716.0,0.0,1339,32,0.0,0.779,1,7.200424892944957,7.831220214604293,6.57507584059962,8.081475040137052,0.0,0.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
55,2,43,1,3,1,1745.0,1168,577.0,0.701,4562,67,0.634,0.669,1,8.425735580927402,7.063903961472068,6.359573868672378,7.465082736399547,0.5312163134137247,0.4910309964378111,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
59,1,53,1,3,1,3709.0,1197,2512.0,0.824,5557,82,1.0,0.323,1,8.62299361030245,7.088408778675395,7.829232537543592,8.21878715560148,0.6010318916521397,0.6931471805599453,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
53,2,43,2,1,3,2160.0,2057,103.0,0.858,4518,93,0.788,0.952,1,8.41604600941128,7.629489916393995,4.6443908991413725,7.6783263565068856,0.6195006403916468,0.5810976767513224,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
41,5,36,1,2,3,1438.3,892,546.3,0.79,4426,88,0.66,0.62,1,8.395477432732141,6.794586580876499,6.304997098149872,7.271912163268625,0.5822156198526637,0.5068176023684519,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
55,4,44,1,2,1,2638.0,1423,1215.0,0.551,4153,77,0.925,0.539,1,8.331827004436057,7.261225091971921,7.103322062526113,7.878155336503324,0.4388998841944018,0.6549259677397475,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
56,2,50,1,1,3,10214.0,1433,8781.0,0.64,4493,79,0.881,0.14,1,8.410498452745275,7.2682230211595655,9.080459451121662,9.231612507251722,0.49469624183610705,0.6318035503188933,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
52,3,36,2,1,3,3240.0,0,3240.0,0.812,4803,83,0.804,0.0,1,8.477204183199873,0.0,8.083637203141548,8.083637203141548,0.5944312076207876,0.5900064216404319,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
58,5,47,1,3,3,2038.0,1099,939.0,0.809,4784,70,0.75,0.539,1,8.473241303887054,7.003065458786462,6.84587987526405,7.620214770574455,0.5927742064131581,0.5596157879354227,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
49,1,36,2,2,1,1438.3,0,1438.3,0.57,5104,75,0.63,0.0,1,8.537975730598767,0.0,7.271912163268625,7.271912163268625,0.4510756193602167,0.48858001481867097,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
53,3,34,5,3,5,1438.3,1030,408.3,0.609,1985,38,0.407,0.716,1,7.593877844605118,6.93828448401696,6.014448383498357,7.271912163268625,0.47561286801024616,0.341459778132252,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
56,3,52,2,3,1,8111.0,2051,6060.0,0.999,3719,69,0.643,0.253,1,8.221478947267192,7.62657020629066,8.709630081951286,9.001099725830965,0.692647055518263,0.49652383905513103,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
60,0,41,1,3,1,10730.0,970,9760.0,0.645,4939,71,0.972,0.09,0,8.505120610181969,6.878326468291325,9.186150133174966,9.280892027927127,0.49774038421733524,0.6790482561804436,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
46,3,36,2,3,1,2872.0,357,2515.0,0.869,2629,41,0.64,0.124,1,7.874739125171811,5.8805329864007,7.830425617820331,7.96311205897929,0.6254035284734257,0.49469624183610705,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
49,4,31,4,3,2,1567.0,0,1567.0,0.424,2138,41,0.577,0.0,1,7.668093709082406,0.0,7.357556200910353,7.357556200910353,0.353469812989784,0.4555243079809013,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
43,3,32,6,3,2,7278.0,0,7278.0,0.618,2120,43,0.593,0.0,1,7.659642954564682,0.0,8.892748769118258,8.892748769118258,0.4811908186362999,0.46561903092791146,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
45,2,29,2,2,3,1438.3,0,1438.3,0.729,5025,85,0.735,0.0,1,8.522379718103538,0.0,7.271912163268625,7.271912163268625,0.5475432067011534,0.5510074133988225,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
34,1,20,2,2,2,3190.0,1959,1231.0,0.622,4220,66,0.61,0.614,1,8.347827345782498,7.580699752224563,7.116394144093465,8.068089626278244,0.4836599556932212,0.4762341789963716,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
36,1,36,2,3,2,1470.0,458,1012.0,0.543,2383,39,0.444,0.312,1,7.776535028185241,6.129050210060545,6.920671504248683,7.293697720601438,0.43372857338102383,0.3674170404706345,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
45,2,36,1,4,1,3081.0,2517,564.0,0.572,4317,72,0.714,0.817,1,8.370547611074752,7.831220214604293,6.336825731146441,8.033334015880062,0.4523486940070148,0.538829820175588,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
43,2,36,1,2,6,3793.0,2517,1276.0,0.512,2577,57,0.629,0.664,1,7.8547691834991324,7.831220214604293,7.152268856032539,8.24117615049496,0.4134332777573413,0.4879663296199081,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
54,2,44,1,2,3,3034.0,2033,1001.0,0.642,4349,90,0.731,0.67,1,8.37793112408273,7.617759576608505,6.90975328164481,8.017966703493599,0.4959150110302365,0.5486992761940722,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
37,2,27,2,1,2,5245.0,1044,4201.0,0.673,4938,70,0.892,0.199,1,8.504918160540624,6.951772164398911,8.343315881404946,8.56522116042682,0.514618422004687,0.6376344706296866,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
49,1,40,1,2,3,2960.0,0,2960.0,0.962,4918,63,0.75,0.0,1,8.50086053679534,0.0,7.993282328101591,7.993282328101591,0.6739643611431714,0.5596157879354227,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
54,4,38,2,2,1,1779.0,0,1779.0,0.856,2660,41,0.323,0.0,1,7.886457270977689,0.0,7.484368643286131,7.484368643286131,0.6184236343640088,0.27990188513281866,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
43,4,34,2,3,1,1620.0,0,1620.0,0.73,4570,82,0.952,0.0,1,8.427487278331744,0.0,7.390798521735676,7.390798521735676,0.5481214085096876,0.6688544879909007,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
49,3,43,1,2,1,21680.0,1587,20093.0,0.605,4410,86,0.72,0.073,1,8.39185670010494,7.370230641807081,9.90817654202226,9.98419157995109,0.4731237565819792,0.5423242908253617,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
47,3,36,2,3,4,2952.0,0,2952.0,0.82,2907,60,0.875,0.0,1,7.97522083865341,0.0,7.990576881743923,7.990576881743923,0.598836501088704,0.6286086594223741,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
53,2,36,6,3,2,3918.0,2517,1401.0,0.47,2115,42,0.448,0.642,1,7.65728279297819,7.831220214604293,7.2456550675945355,8.273591798199632,0.3852624007906449,0.3701832939635246,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
52,1,41,1,1,3,12764.0,0,12764.0,0.71,3332,64,0.882,0.0,1,8.11162807830774,0.0,9.454462329675584,9.454462329675584,0.5364933705145685,0.632335041163188,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
